geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GGH,1911.8389836992337,1.5743877089128056,0.12858844906886333,12.243616905820751,1.8174901706921014e-34,2.2497197064337836e-33
UBE2SP2,5.549002422928103,2.2531900363382884,0.18407318351971702,12.240729438446083,1.883323834413284e-34,2.3299536758556368e-33
RNU4-1,56.06337729318123,3.9761817303157727,0.32485022849606554,12.24004597048923,1.8992503222230523e-34,2.34902430776863e-33
COL4A2-AS1,4.066730547190124,-1.7926004963331297,0.14646601702055098,-12.239019895527068,1.9234119545619353e-34,2.378267291043289e-33
LYPLAL1-DT,26.310007336556225,-1.3091007810940298,0.10696146914254238,-12.238994018953258,1.9240252177799374e-34,2.3783851972034472e-33
AL136131.2,0.994199458448709,-4.249986916489886,0.3473349225728586,-12.235990798185254,1.9965358200335473e-34,2.4673550716738588e-33
LPAL2,27.89941246937904,-1.3556467609732166,0.11081344147784658,-12.233594976329947,2.05632263791888e-34,2.5391907636770292e-33
AC053503.1,25.78850498895971,1.314045260503219,0.10741737415824437,12.233079339357179,2.0694209339137483e-34,2.5546778910785234e-33
AC106795.2,104.3668375558189,1.622625739404341,0.13265007388040256,12.23237720068895,2.0873901492918433e-34,2.5754760297133078e-33
LINC01624,5.091395701755124,-1.4895935798075004,0.12180775659376793,-12.22905356327458,2.1745750023894144e-34,2.681606010599599e-33
MAST1,116.60111933627779,2.063396204656692,0.16880984538005045,12.223198238297417,2.3370603996564232e-34,2.878112757667523e-33
AP003120.1,11.04898205154644,-1.6740861725442802,0.13699606726872904,-12.219957885801369,2.432106655212184e-34,2.9943601589090916e-33
AC073130.3,19.718282256051587,-1.2469390789280175,0.1020428517487847,-12.219759224269897,2.4380571700984013e-34,3.0008817856453735e-33
COL12A1,34427.69252602724,1.5166479554722745,0.12416891059106379,12.214393669500591,2.604358430551117e-34,3.2038562069702366e-33
AC044810.2,9.622454808650971,-2.8943359752592994,0.23702140482134354,-12.211285210468331,2.7058083201128366e-34,3.3268764520626985e-33
MTBP,534.5731868814843,1.141174932149227,0.0934579523214792,12.210570677001167,2.7296777580582966e-34,3.355326329853082e-33
MTHFD2P1,1.0910854265685621,-3.002527579594279,0.24590563874541055,-12.210080236113807,2.746182189111338e-34,3.374710320325394e-33
AC011503.2,74.58821869672855,1.3988823601198124,0.11458207155119576,12.208562309809398,2.79789461925828e-34,3.43733853933114e-33
HOXA7,60.71926448456366,-2.0404040288095624,0.16716462512902056,-12.205955818910509,2.8889585331133217e-34,3.5473166501647884e-33
