geneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SLC39A8,3220.4456138111855,-1.080349894795123,0.3160275030285691,-3.4185312494699507,0.0006296008768994655,0.026296367600355638
SYCP3,47.128998955976336,-1.4997100350008272,0.3507319722031925,-4.2759433238438485,1.903296435019537e-05,0.003046789357870081
SLC25A47,2.745187083979705,1.633247975263253,0.5068224243468851,3.222525083352285,0.0012706603969169688,0.03916165606436819
SLC27A2,1347.237611820844,-1.661099581326443,0.45216220545134994,-3.673680730719914,0.00023908143364512964,0.014716505282181222
CYP1A1,24.43280267369861,-2.7591170469567214,0.6801920654027713,-4.05637934826971,4.983928897325274e-05,0.005666533434640919
NTRK3,797.8520013647917,-1.5201704901795203,0.429910511538313,-3.536016099583192,0.00040620993718788224,0.02028469707623787
CHST4,30.15917791257977,-2.012391688929863,0.5116249622212722,-3.9333336672879646,8.377581733584383e-05,0.007813248401733655
SLC16A3,1735.9464527792468,1.0868502584042667,0.27160314690373527,4.001611434897994,6.291255355750616e-05,0.006488058728417686
RCN3,2654.2655424281115,1.0793118506234736,0.24098728309599934,4.478708738309318,7.509591488350113e-06,0.001610857438194355
PADI3,71.35543326352366,-2.213314518834713,0.579234423277051,-3.821103218128444,0.00013285602952158178,0.010109960080870678
TMEM61,41.097001774114645,1.3363663104799883,0.36973391820135154,3.614400098808958,0.00030104386614395004,0.01685272427440999
MAEL,13.491929955833905,1.9475710418835412,0.3067425234394128,6.349204603411375,2.1643102315438393e-10,4.642589734010305e-07
ECM1,6624.171644913059,-1.226118872375183,0.3832041532725667,-3.1996492258868217,0.001375949367699094,0.0408418328921458
GDF7,25.617904147732773,-1.4464529680195914,0.334262524953126,-4.327296241845924,1.5095087755593242e-05,0.002668678811120704
ZNF385B,658.9629319057856,-1.5800104152166916,0.5035305201182214,-3.1378642447447453,0.001701836777990497,0.045781370873590015
TRPM8,22.64387055742772,-1.7244381767028665,0.5037241350349976,-3.423378108700423,0.0006184798252364521,0.02604739117383257
IGSF11,15.451574280338972,-1.1202105265244857,0.3188472796858067,-3.513313733234122,0.0004425545866472481,0.021205663877622204
VWA5B2,59.64257998035418,2.2587717641648073,0.4015142842282288,5.625632394390422,1.8482958161068768e-08,2.0468358921908387e-05
CXCL14,17874.951493453536,-1.7278091509002567,0.41567962962813265,-4.156588458390314,3.2303512976624014e-05,0.00415254324525951
SCUBE3,1194.8321478384294,1.7233739914334327,0.41772295515744234,4.125638704207391,3.69707280643821e-05,0.004523080403800603
IGFBP1,10.778115720677473,-2.848774682917584,0.6201754913771013,-4.593497683360354,4.358778608559322e-06,0.001119359062424695
PMP2,4.456994664511484,-2.97925222664624,0.8765057471068977,-3.399010487358383,0.0006763012305793306,0.027608661337408323
FAM135B,89.58896047106417,-1.5237842588040633,0.4521528882955704,-3.3700641934370927,0.0007515067456421665,0.029488391521685794
NPFFR1,34.23518702946303,-1.3064483954917607,0.4224250547650172,-3.0927341566387443,0.0019832170662896394,0.049853119003855806
SLC5A12,15.151175135774732,3.8163156477546787,0.509649936137785,7.488111696187732,6.987155424575581e-14,3.2116958991591985e-10
GLYAT,57.827975358389196,-2.6066427162515002,0.5706405088124723,-4.567924421762551,4.925775668578761e-06,0.001226482917583575
CNTN5,15.055713240417818,-2.0643057790980617,0.6278634886544556,-3.2878258035388828,0.0010096429015276531,0.0353114202317028
MKX,424.4000325129705,-1.6629568931096637,0.5048313304935677,-3.2940841676442907,0.0009874292632644404,0.035021892910853884
KLHL1,13.068406071046203,-6.065717806845111,1.559404706493673,-3.8897649735096023,0.00010034135384019101,0.008725901084221584
TUBA3E,74.42765837537615,-1.7196313792804394,0.5287566348744904,-3.252217118161787,0.001145085151345304,0.03705330241080051
BANK1,266.6762993496125,-1.6636296710062024,0.39067091534811177,-4.258391412434187,2.0590319538807734e-05,0.0031508296816808844
ACMSD,42.46225065865389,-1.6978680443531813,0.41470461757582083,-4.0941623806317,4.236973060125601e-05,0.004957412552094594
KCNJ16,68.08992682109209,-2.4635726270977667,0.581534196122714,-4.236333208817714,2.2719954608374116e-05,0.0033228966339956616
JPH3,56.964284028206556,1.2131025961350177,0.38976345400279816,3.112407240023865,0.0018556832021268427,0.04811318510204133
MAGEC1,6.757772261240983,3.0491009911030837,0.7143939441008075,4.268094678407335,1.9714965449078787e-05,0.0031110243324790955
GRIA1,70.36603222853408,-2.25356312355137,0.582180968162706,-3.8708979626444115,0.00010843517696487362,0.00894618013851737
